image,plate_index,candidate_rank,selected,estimated_type,plate_type,plate_subtype,target_len,text_len,length_ok,text,lpr_score,beam_score,province_aware,province_char,province_rank,province_conf,province_score
fenqusai/test_photo/000000109.jpg,0,0,True,green,green,,8,8,True,鄂H02143D,0.9999993973341792,-1.0847988043849455e-05,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,1,False,green,green,tractor_green,8,8,True,鄂H02143D,0.9999993973341792,-1.0847988043849455e-05,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,2,False,green,blue,,7,7,True,鄂H02143,0.12581820022163678,-37.312510847988044,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,3,False,green,yellow,,7,7,True,鄂H02143,0.12581820022163678,-37.312510847988044,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,4,False,green,black,,7,7,True,鄂H02143,0.12581820022163678,-37.312510847988044,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,5,False,green,special_7,,7,7,True,鄂H02143,0.12581820022163678,-37.312510847988044,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,6,False,green,unknown_8,,8,8,True,鄂H02143D,0.9999993973341792,-1.0847988043849455e-05,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,0,True,green,green,,8,8,True,晋R40096F,0.9999999271499085,-1.311301694784106e-06,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,1,False,green,green,tractor_green,8,8,True,晋R40096F,0.9999999271499085,-1.311301694784106e-06,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,2,False,green,blue,,7,7,True,晋R40096,0.04063501795770253,-57.656251311301695,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,3,False,green,yellow,,7,7,True,晋R40096,0.04063501795770253,-57.656251311301695,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,4,False,green,black,,7,7,True,晋R40096,0.04063501795770253,-57.656251311301695,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,5,False,green,special_7,,7,7,True,晋R40096,0.04063501795770253,-57.656251311301695,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,6,False,green,unknown_8,,8,8,True,晋R40096F,0.9999999271499085,-1.311301694784106e-06,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,0,True,green,green,,8,8,True,皖E98075D,0.9984427905647473,-0.028051616628545162,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,1,False,green,green,tractor_green,8,8,True,皖E98075D,0.9984427905647473,-0.028051616628545162,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,2,False,green,blue,,7,7,True,皖E98075,0.06985870021336277,-47.903051616628545,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,3,False,green,yellow,,7,7,True,皖E98075,0.06985870021336277,-47.903051616628545,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,4,False,green,black,,7,7,True,皖E98075,0.06985870021336277,-47.903051616628545,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,5,False,green,special_7,,7,7,True,皖98075D,0.461906977082767,-13.903051616629,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,6,False,green,unknown_8,,8,8,True,皖E98075D,0.9984427905647473,-0.028051616628545162,True,皖,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,0,False,green,green,,8,8,True,桂NF9S061,0.4160964226200582,-15.783088687821532,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,1,False,green,green,tractor_green,8,8,True,桂NF9S061,0.4160964226200582,-15.783088687821532,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,2,True,green,blue,,7,7,True,桂NFS061,0.9998978558936713,-0.0018386878210776558,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,3,False,green,yellow,,7,7,True,桂NFS061,0.9998978558936713,-0.0018386878210776558,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,4,False,green,black,,7,7,True,桂NFS061,0.9998978558936713,-0.0018386878210776558,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,5,False,green,special_7,,7,7,True,桂NFS061,0.9998978558936713,-0.0018386878210776558,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,6,False,green,unknown_8,,8,8,True,桂NF9S061,0.4160964226200582,-15.783088687821532,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000200.jpg,0,0,True,blue,blue,,7,7,True,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,1,False,blue,green,,8,7,False,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,2,False,blue,green,tractor_green,8,7,False,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,3,False,blue,yellow,,7,7,True,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,4,False,blue,black,,7,7,True,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,5,False,blue,special_7,,7,7,True,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000200.jpg,0,6,False,blue,unknown_8,,8,7,False,黑ATFNU0,0.9999893976700164,-0.0001908429513974852,True,黑,baseline,0.33328600399443675,-1.0987542867660522
fenqusai/test_photo/000000206.jpg,0,0,True,yellow,yellow,,7,7,True,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,1,False,yellow,blue,,7,7,True,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,2,False,yellow,green,,8,7,False,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,3,False,yellow,green,tractor_green,8,7,False,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,4,False,yellow,black,,7,7,True,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,5,False,yellow,special_7,,7,7,True,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000206.jpg,0,6,False,yellow,unknown_8,,8,7,False,晋ME8U5R,0.9585558787988019,-0.7618935604091348,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,False,green,green,,8,8,True,川AAF0700,0.724491566327281,-5.801132843446226,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,1,False,green,green,tractor_green,8,8,True,川AAF0700,0.724491566327281,-5.801132843446226,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,2,True,green,blue,,7,7,True,川AF0700,0.9937069447502255,-0.11363291981467682,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,3,False,green,yellow,,7,7,True,川AF0700,0.9937069447502255,-0.11363291981467682,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,4,False,green,black,,7,7,True,川AF0700,0.9937069447502255,-0.11363291981467682,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,5,False,green,special_7,,7,7,True,川AF0700,0.9937069447502255,-0.11363291981467682,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,6,False,green,unknown_8,,8,8,True,川AAF0700,0.724491566327281,-5.801132843446226,True,川,baseline,0.3292070588548822,-1.1110683679580688
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,True,green,green,,8,8,True,川FQ710N8,0.8404895438437321,-3.1278737989967382,True,川,baseline,0.3316123099628171,-1.1037887334823608
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,1,False,green,green,tractor_green,8,8,True,川FQ710N8,0.8404895438437321,-3.1278737989967382,True,川,baseline,0.3316123099628171,-1.1037887334823608
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,2,False,green,blue,,7,7,True,川FQ70N8,0.623515355402698,-8.50287395545893,True,川,baseline,0.3316123099628171,-1.1037887334823608
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,3,False,green,yellow,,7,7,True,川FQ70N8,0.623515355402698,-8.50287395545893,True,川,baseline,0.3316123099628171,-1.1037887334823608
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,4,False,green,black,,7,7,True,川FQ710领,0.10538239799026163,-40.50287385860138,True,川,baseline,0.3316123099628171,-1.1037887334823608
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,5,False,green,special_7,,7,7,True,川7Q710领,0.11614249519075252,-38.75287382879906,True,川,baseline,0.3316123099628171,-1.1037887334823608
