image,plate_index,candidate_rank,selected,estimated_type,plate_type,plate_subtype,target_len,text_len,length_ok,text,lpr_score,beam_score,province_aware,province_char,province_rank,province_conf,province_score
fenqusai/test_photo/000000109.jpg,0,0,True,green,green,,8,8,True,鄂H02143D,0.9999999139044752,-1.5497195136049413e-06,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,1,False,green,green,tractor_green,8,8,True,鄂H02143D,0.9999999139044752,-1.5497195136049413e-06,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,2,False,green,blue,,7,7,True,鄂H2143D,0.20351532394684935,-28.656251549719514,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,3,False,green,yellow,,7,7,True,鄂H2143D,0.20351532394684935,-28.656251549719514,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,4,False,green,black,,7,7,True,鄂H2143D,0.20351532394684935,-28.656251549719514,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,5,False,green,special_7,,7,7,True,鄂H2143D,0.20351532394684935,-28.656251549719514,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000109.jpg,0,6,False,green,unknown_8,,8,8,True,鄂H02143D,0.9999999139044752,-1.5497195136049413e-06,True,鄂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,0,True,green,green,,8,8,True,晋R40096F,0.9999984966598461,-2.706014311115723e-05,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,1,False,green,green,tractor_green,8,8,True,晋R40096F,0.9999984966598461,-2.706014311115723e-05,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,2,False,green,blue,,7,7,True,晋R40096,0.06924250351743837,-48.06252706014311,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,3,False,green,yellow,,7,7,True,晋R40096,0.06924250351743837,-48.06252706014311,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,4,False,green,black,,7,7,True,晋R40096,0.06924250351743837,-48.06252706014311,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,5,False,green,special_7,,7,7,True,晋R40096,0.06924250351743837,-48.06252706014311,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000110.jpg,0,6,False,green,unknown_8,,8,8,True,晋R40096F,0.9999984966598461,-2.706014311115723e-05,True,晋,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000125.jpg,0,0,True,green,green,,8,8,True,桂E98075D,0.9661733022012533,-0.6194170619200392,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,1,False,green,green,tractor_green,8,8,True,桂E98075D,0.9661733022012533,-0.6194170619200392,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,2,False,green,blue,,7,7,True,桂E98075,0.05237412462144979,-53.08816706192004,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,3,False,green,yellow,,7,7,True,桂E98075,0.05237412462144979,-53.08816706192004,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,4,False,green,black,,7,7,True,桂E98075,0.05237412462144979,-53.08816706192004,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,5,False,green,special_7,,7,7,True,桂E98075,0.05237412462144979,-53.08816706192004,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000125.jpg,0,6,False,green,unknown_8,,8,8,True,桂E98075D,0.9661733022012533,-0.6194170619200392,True,桂,baseline,0.22636648124325878,-1.4855999946594238
fenqusai/test_photo/000000126.jpg,0,0,False,green,green,,8,8,True,桂NFSG061,0.3490708461765505,-18.94464683532715,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,1,False,green,green,tractor_green,8,8,True,桂NFSG061,0.3490708461765505,-18.94464683532715,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,2,True,green,blue,,7,7,True,桂NFS061,0.9996030307245427,-0.0071468655951321125,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,3,False,green,yellow,,7,7,True,桂NFS061,0.9996030307245427,-0.0071468655951321125,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,4,False,green,black,,7,7,True,桂NFS061,0.9996030307245427,-0.0071468655951321125,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,5,False,green,special_7,,7,7,True,桂NFS061,0.9996030307245427,-0.0071468655951321125,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000126.jpg,0,6,False,green,unknown_8,,8,8,True,桂NFSG061,0.3490708461765505,-18.94464683532715,True,桂,baseline,0.33333332672197086,-1.0986123085021973
fenqusai/test_photo/000000200.jpg,0,0,True,blue,blue,,7,7,True,黑ATFNU0,0.9705525519252994,-0.5380151131537829,True,黑,baseline,0.3285394022909955,-1.1130985021591187
