image,plate_index,detection_index,gt_text,match,det_score,estimated_type,decoded_type,plate_subtype,plate_type,plate_text,valid,invalid_reason,raw_text,lpr_score,beam_score,crop_path,crop_width,crop_height,x1,y1,x2,y2
fenqusai/test_photo/000000109.jpg,0,0,,,0.723665714263916,green,green,,green,鄂H02143D,True,,鄂H02143D,0.9999999139044752,-1.5497195136049413e-06,fenqusai/tools/pipeline/result_p2_fp/crops/000000109_plate0.jpg,124,39,5,11,113,40
fenqusai/test_photo/000000110.jpg,0,0,,,0.5963878631591797,green,green,,green,晋R40096F,True,,晋R40096F,0.9999984966598461,-2.706014311115723e-05,fenqusai/tools/pipeline/result_p2_fp/crops/000000110_plate0.jpg,128,44,18,9,124,40
fenqusai/test_photo/000000125.jpg,0,0,,,0.26182880997657776,green,green,,green,桂E98075D,True,,桂E98075D,0.9661733022012533,-0.6194170619200392,fenqusai/tools/pipeline/result_p2_fp/crops/000000125_plate0.jpg,128,47,12,5,127,41
fenqusai/test_photo/000000126.jpg,0,0,,,0.6763911247253418,green,blue,,blue,桂NFS061,True,,桂NFS061,0.9996030307245427,-0.0071468655951321125,fenqusai/tools/pipeline/result_p2_fp/crops/000000126_plate0.jpg,112,45,4,7,102,40
fenqusai/test_photo/000000200.jpg,0,0,,,0.7054831981658936,blue,blue,,blue,黑ATFNU0,True,,黑ATFNU0,0.9705525519252994,-0.5380151131537829,fenqusai/tools/pipeline/result_p2_fp/crops/000000200_plate0.jpg,125,48,25,6,117,43
fenqusai/test_photo/000000206.jpg,0,0,,,0.4072892665863037,yellow,yellow,,yellow,晋ME8U5R,True,,晋ME8U5R,0.9974393075819353,-0.04615157877498177,fenqusai/tools/pipeline/result_p2_fp/crops/000000206_plate0.jpg,128,44,14,8,124,41
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,皖AF07000,False,0.89874267578125,green,green,,green,湘NXFD700,True,,湘NXFD7000,0.8776388127260044,-2.349362610220851,fenqusai/tools/pipeline/result_p2_fp/crops/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51_plate0.jpg,377,149,227,410,506,521
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,皖AF07068,False,0.8878707885742188,green,green,,green,湘M470CG8,True,,湘M470G8,0.855210455433051,-2.815338485325313,fenqusai/tools/pipeline/result_p2_fp/crops/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40_plate0.jpg,406,156,213,457,514,573
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,0,皖AD06498,False,0.9023666381835938,green,green,,green,甘AK44658,True,,甘6K领领658,0.6740023834031752,-7.101389373652637,fenqusai/tools/pipeline/result_p2_fp/crops/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188_plate0.jpg,405,166,190,443,488,567
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,0,皖AD26629,False,0.8951187133789062,green,green,,green,京FKDB884,True,,蒙CFKD云88B4,0.3217731563837167,-20.410352369695147,fenqusai/tools/pipeline/result_p2_fp/crops/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61_plate0.jpg,329,206,208,385,450,539
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,0,皖AD10002,False,0.9023666381835938,green,green,,green,湘A1D1DQ4,True,,湘A1D1DQ4学,0.8674563074635726,-2.5594224203837115,fenqusai/tools/pipeline/result_p2_fp/crops/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44_plate0.jpg,366,185,294,434,564,572
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,0,皖AD06691,False,0.8733749389648438,green,green,,green,湘CFZ63MN,True,,湘3领F领63M,0.5266392388637098,-11.54231137966007,fenqusai/tools/pipeline/result_p2_fp/crops/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79_plate0.jpg,466,181,178,412,523,547
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,0,皖ADT1161,False,0.89874267578125,green,green,,green,湘DT14A8V,True,,湘闽DT14A8V,0.7005141923801291,-6.406931754958343,fenqusai/tools/pipeline/result_p2_fp/crops/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23_plate0.jpg,380,247,255,406,535,591
fenqusai/test_photo/1006.jpg,0,0,,,0.8806228637695312,blue,blue,,blue,冀DYQ565,True,,冀DYQ565,0.9639596449654035,-0.6607052517044849,fenqusai/tools/pipeline/result_p2_fp/crops/1006_plate0.jpg,135,80,140,291,239,351
fenqusai/test_photo/14.jpg,0,0,,,0.8149032592773438,blue,blue,,blue,津C4298S,True,,津C4298S,0.9905903582094826,-0.17017545885749286,fenqusai/tools/pipeline/result_p2_fp/crops/14_plate0.jpg,64,34,463,238,509,262
fenqusai/test_photo/18.jpg,0,0,,,0.9018548130989075,blue,green,,green,湘UU6E5SS,True,,湘UU5E5SS,0.8862751310262003,-2.1731012090953925,fenqusai/tools/pipeline/result_p2_fp/crops/18_plate0.jpg,257,138,272,566,462,681
fenqusai/test_photo/195.jpg,0,0,,,0.9091278314590454,green,green,,green,川XC4DBD0,False,low_lpr_score,FFXC4D闽D0H5,0.0,-155.35188047011093,fenqusai/tools/pipeline/result_p2_fp/crops/195_plate0.jpg,232,182,130,125,301,261
fenqusai/test_photo/204.jpg,0,0,,,0.865489661693573,blue,blue,,blue,渝DDD544,True,,渝DDD544,0.9834793013284622,-0.29985637146955924,fenqusai/tools/pipeline/result_p2_fp/crops/204_plate0.jpg,357,107,131,211,394,291
fenqusai/test_photo/210.jpg,0,0,,,0.8516311645507812,blue,blue,,blue,吉D22222,True,,吉D22222,0.9600210209703706,-0.7344017624853265,fenqusai/tools/pipeline/result_p2_fp/crops/210_plate0.jpg,224,70,270,252,436,304
fenqusai/test_photo/211.jpg,0,0,,,0.8335113525390625,blue,blue,,blue,辽A26679,True,,辽A26679,0.9645916704877739,-0.6489073184902736,fenqusai/tools/pipeline/result_p2_fp/crops/211_plate0.jpg,162,78,516,340,636,397
fenqusai/test_photo/212.jpg,0,0,,,0.855255126953125,blue,blue,,blue,桂G00000,False,hallucinated_province,LG00000,0.0,-2.6351944912748806,fenqusai/tools/pipeline/result_p2_fp/crops/212_plate0.jpg,152,44,252,243,364,275
fenqusai/test_photo/213.jpg,0,0,,,0.8806228637695312,blue,special_7,,special_7,浙50DS5E,True,,浙50DS5E,0.9628964219177745,-0.6805697523577408,fenqusai/tools/pipeline/result_p2_fp/crops/213_plate0.jpg,247,196,458,497,641,643
fenqusai/test_photo/214.jpg,0,0,,,0.8769989013671875,black,black,,black,吉B91999,True,,吉B91999,0.973533654285228,-0.48281191859834394,fenqusai/tools/pipeline/result_p2_fp/crops/214_plate0.jpg,248,92,236,451,419,519
fenqusai/test_photo/215.jpg,0,0,,,0.884246826171875,blue,blue,,blue,京B911ZB,True,,京B911ZB,0.9687056423424663,-0.5723007824271633,fenqusai/tools/pipeline/result_p2_fp/crops/215_plate0.jpg,166,50,182,322,304,359
