image,gt_text,width,height,detection_count,plate_count,plate_texts,best_plate_text,best_lpr_score,best_det_score,yolo_pre_ms,yolo_infer_ms,yolo_post_ms,lpr_total_ms,total_ms,vis_path
fenqusai/test_photo/000000044.jpg,,128,48,0,0,,,,,50.64464400129509,82.66625100077363,3.930737999326084,0.0,189.1275529997074,fenqusai/tools/pipeline/result_p3_fp/000000044_vis.jpg
fenqusai/test_photo/000000079.jpg,,128,48,0,0,,,,,3.5302859996590996,41.12764899946342,1.1882340004376601,0.0,54.54209100025764,fenqusai/tools/pipeline/result_p3_fp/000000079_vis.jpg
fenqusai/test_photo/000000082.jpg,,128,48,0,0,,,,,4.080070000782143,41.34406299999682,1.0254860007989919,0.0,50.020444999972824,fenqusai/tools/pipeline/result_p3_fp/000000082_vis.jpg
fenqusai/test_photo/000000093.jpg,,128,48,0,0,,,,,3.516578000926529,40.968691999296425,0.8892789992387407,0.0,48.59508899971843,fenqusai/tools/pipeline/result_p3_fp/000000093_vis.jpg
fenqusai/test_photo/000000103.jpg,,128,48,0,0,,,,,2.87083600051119,42.051929000081145,1.0111949995916802,0.0,49.16062299889745,fenqusai/tools/pipeline/result_p3_fp/000000103_vis.jpg
fenqusai/test_photo/000000109.jpg,,128,48,1,1,鄂H02143D,鄂H02143D,1.0,0.723665714263916,2.890961000957759,38.324188000842696,13.197154001318268,233.8239450000401,330.43633999841404,fenqusai/tools/pipeline/result_p3_fp/000000109_vis.jpg
fenqusai/test_photo/000000110.jpg,,128,48,1,1,R40096F,R40096F,0.9543829362132976,0.5963878631591797,6.586910001715296,63.4652200005803,4.278107999198255,238.91054299929237,324.0250090002519,fenqusai/tools/pipeline/result_p3_fp/000000110_vis.jpg
fenqusai/test_photo/000000122.jpg,,128,48,0,0,,,,,5.761504999099998,59.82993700126826,1.672394000706845,0.0,71.39232000008633,fenqusai/tools/pipeline/result_p3_fp/000000122_vis.jpg
fenqusai/test_photo/000000125.jpg,,128,48,1,1,皖E98075D,皖E98075D,0.9991042356388282,0.26182880997657776,3.212081001038314,40.89723499964748,2.8994179992878344,237.33177199937927,294.74294999999984,fenqusai/tools/pipeline/result_p3_fp/000000125_vis.jpg
fenqusai/test_photo/000000126.jpg,,128,48,1,1,,,,,5.888378000236116,70.02413099871774,4.112152000743663,243.6141870002757,333.33692499945755,fenqusai/tools/pipeline/result_p3_fp/000000126_vis.jpg
fenqusai/test_photo/000000178.jpg,,128,48,0,0,,,,,5.481217000124161,80.28178299900901,1.0669019993656548,0.0,101.60641000038595,fenqusai/tools/pipeline/result_p3_fp/000000178_vis.jpg
fenqusai/test_photo/000000200.jpg,,128,48,1,1,,,,,2.803462000883883,41.47035300047719,3.4115790003852453,194.73355999980413,250.91800399968633,fenqusai/tools/pipeline/result_p3_fp/000000200_vis.jpg
fenqusai/test_photo/000000206.jpg,,128,48,1,1,晋ME8U5R,晋ME8U5R,0.999506933135932,0.4072892665863037,5.488216998855933,62.11773900031403,4.263232998710009,170.7192190006026,250.22530499882123,fenqusai/tools/pipeline/result_p3_fp/000000206_vis.jpg
fenqusai/test_photo/000000219.jpg,,128,48,1,0,,,,,5.734964001021581,56.63302100037981,7.753853000394884,0.0,76.25929599998926,fenqusai/tools/pipeline/result_p3_fp/000000219_vis.jpg
fenqusai/test_photo/000000240.jpg,,128,48,0,0,,,,,3.740281999853323,34.67023599841923,0.8965710003394634,0.0,42.76825200031453,fenqusai/tools/pipeline/result_p3_fp/000000240_vis.jpg
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,皖AF07000,720,1160,1,1,吉KFD0700,吉KFD0700,0.31162065583048254,0.89874267578125,5.436010000266833,38.65434999897843,3.1966229998943163,219.1853939984867,317.4596820008446,fenqusai/tools/pipeline/result_p3_fp/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51_vis.jpg
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,皖AF07068,720,1160,1,1,,,,,10.261276998789981,51.8062959999952,4.197610000119312,246.77406000046176,362.87564799931715,fenqusai/tools/pipeline/result_p3_fp/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40_vis.jpg
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,皖AD06498,720,1160,1,1,渝2领849领,渝2领849领,0.7807925872305521,0.9023666381835938,9.59424500069872,54.481425000631134,6.372245999955339,242.40903699865157,365.529486000014,fenqusai/tools/pipeline/result_p3_fp/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188_vis.jpg
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,皖AD26629,720,1160,1,1,苏A0PS学23,苏A0PS学23,0.7726244453208329,0.8951187133789062,8.954628001447418,50.50781300087692,3.929279999283608,254.0490020001016,365.2378229999158,fenqusai/tools/pipeline/result_p3_fp/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61_vis.jpg
