image,plate_index,detection_index,gt_text,match,det_score,estimated_type,decoded_type,plate_subtype,plate_type,plate_text,valid,invalid_reason,raw_text,lpr_score,beam_score,crop_path,crop_width,crop_height,x1,y1,x2,y2
fenqusai/test_photo/000000109.jpg,0,0,,,0.723665714263916,green,green,,green,鄂H02143D,True,,鄂H02143D,0.9999954503754771,-8.189342770492658e-05,fenqusai/tools/pipeline/result_p6_fp/crops/000000109_plate0.jpg,124,39,5,11,113,40
fenqusai/test_photo/000000110.jpg,0,0,,,0.5963878631591797,green,green,,green,晋R40096F,True,,晋R40096F,0.99999900659864,-1.7881233361549675e-05,fenqusai/tools/pipeline/result_p6_fp/crops/000000110_plate0.jpg,128,44,18,9,124,40
fenqusai/test_photo/000000125.jpg,0,0,,,0.26182880997657776,green,green,,green,皖E98075D,True,,皖E98075D,0.9969709290619341,-0.05460602145694793,fenqusai/tools/pipeline/result_p6_fp/crops/000000125_plate0.jpg,128,47,12,5,127,41
fenqusai/test_photo/000000126.jpg,0,0,,,0.6763911247253418,green,blue,,blue,桂NFS061,True,,桂NFS061,1.0,0.0,fenqusai/tools/pipeline/result_p6_fp/crops/000000126_plate0.jpg,112,45,4,7,102,40
fenqusai/test_photo/000000200.jpg,0,0,,,0.7054831981658936,blue,blue,,blue,黑ATFNU0,True,,黑ATFNU0,0.9998078600819567,-0.0034588508270800844,fenqusai/tools/pipeline/result_p6_fp/crops/000000200_plate0.jpg,125,48,25,6,117,43
fenqusai/test_photo/000000206.jpg,0,0,,,0.4072892665863037,yellow,yellow,,yellow,晋ME8U5R,True,,晋ME8U5R,0.9691492618335511,-0.5640595555305481,fenqusai/tools/pipeline/result_p6_fp/crops/000000206_plate0.jpg,128,44,14,8,124,41
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,皖AF07000,False,0.89874267578125,green,green,,green,湘NA7D700,True,,湘N7D700,0.7965302628167116,-4.094822800906279,fenqusai/tools/pipeline/result_p6_fp/crops/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51_plate0.jpg,377,149,227,410,506,521
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,皖AF07068,False,0.8878707885742188,green,blue,,blue,湘M470N8,True,,湘M470N8,0.9426355769146977,-1.0633593927559275,fenqusai/tools/pipeline/result_p6_fp/crops/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40_plate0.jpg,406,156,213,457,514,573
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,0,皖AD06498,False,0.9023666381835938,green,green,,green,湘AA49898,True,,湘6领领898,0.5231492850239886,-11.661991484957753,fenqusai/tools/pipeline/result_p6_fp/crops/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188_plate0.jpg,405,166,190,443,488,567
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,0,皖AD26629,,0.8951187133789062,green,green,,green,粤F6D8884,False,low_lpr_score,7GF6D8884,0.0,-48.350672382818715,fenqusai/tools/pipeline/result_p6_fp/crops/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61_plate0.jpg,329,206,208,385,450,539
