image,plate_index,detection_index,gt_text,match,det_score,estimated_type,decoded_type,plate_subtype,plate_type,plate_text,valid,invalid_reason,raw_text,lpr_score,beam_score,crop_path,crop_width,crop_height,x1,y1,x2,y2
fenqusai/test_photo/000000109.jpg,0,0,,,0.723665714263916,green,green,,green,鄂H02143D,True,,鄂H02143D,0.9920978851477998,-0.1428030363802293,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000109_plate0.jpg,124,30,5,11,113,40
fenqusai/test_photo/000000110.jpg,0,0,,,0.5963878631591797,green,green,,green,鲁A79BF,False,invalid_length_or_empty,鲁A79BF,0.0,-0.20425411113495784,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000110_plate0.jpg,96,23,18,9,124,40
fenqusai/test_photo/000000125.jpg,0,0,,,0.26182880997657776,green,green,,green,皖F06075D,True,,皖F06075D,0.9318752134555323,-1.2700145592521608,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000125_plate0.jpg,128,30,12,5,127,41
fenqusai/test_photo/000000126.jpg,0,0,,,0.6763911247253418,green,blue,,blue,桂NFS061,True,,桂NFS061,0.9144530725167003,-1.6097242927643833,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000126_plate0.jpg,112,27,4,7,102,40
fenqusai/test_photo/000000200.jpg,0,0,,,0.7054831981658936,blue,blue,,blue,湘ATFNU0,True,,湘ATFNU0,0.9980272024430226,-0.03554542953361306,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000200_plate0.jpg,125,30,25,6,117,43
fenqusai/test_photo/000000206.jpg,0,0,,,0.4072892665863037,yellow,yellow,,yellow,晋ME8U5R,True,,晋ME8U5R,0.9182371292058431,-1.535392998654487,fenqusai/tools/pipeline/result_p3_refine_crop/crops/000000206_plate0.jpg,128,30,14,8,124,41
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,皖AF07000,False,0.89874267578125,green,blue,,blue,川AAF070,True,,川AF070,0.7848051329657112,-4.361756944971347,fenqusai/tools/pipeline/result_p3_refine_crop/crops/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51_plate0.jpg,377,90,227,410,506,521
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,皖AF07068,False,0.8878707885742188,green,blue,,blue,川AD40BH,True,,川D40BH,0.8957179912868098,-1.9823338334920209,fenqusai/tools/pipeline/result_p3_refine_crop/crops/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40_plate0.jpg,406,97,213,457,514,573
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,0,皖AD06498,False,0.9023666381835938,green,green,,green,琼A450440,True,,琼A50440,0.8636801201181575,-2.6379505813563284,fenqusai/tools/pipeline/result_p3_refine_crop/crops/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188_plate0.jpg,329,78,190,443,488,567
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,0,皖AD26629,False,0.8951187133789062,green,green,,green,川K0AAM87,True,,川K0AAM7,0.8383276998192908,-3.1742316906561356,fenqusai/tools/pipeline/result_p3_refine_crop/crops/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61_plate0.jpg,329,78,208,385,450,539
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,0,皖AD10002,False,0.9023666381835938,green,special_7,,special_7,川0M0D0学,True,,川0M0D0学,0.9671402083319062,-0.6014124168295893,fenqusai/tools/pipeline/result_p3_refine_crop/crops/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44_plate0.jpg,366,87,294,434,564,572
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,0,皖AD06691,False,0.8733749389648438,green,blue,,blue,川A0R282,True,,川0澳临82,0.6544165843280445,-7.632200721872593,fenqusai/tools/pipeline/result_p3_refine_crop/crops/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79_plate0.jpg,466,111,178,412,523,547
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,0,皖ADT1161,,0.89874267578125,blue,blue,,blue,川L51,False,invalid_length_or_empty,川L51,0.0,-0.1509169042110443,fenqusai/tools/pipeline/result_p3_refine_crop/crops/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23_plate0.jpg,339,69,255,406,535,591
fenqusai/test_photo/1006.jpg,0,0,,,0.8806228637695312,blue,blue,,blue,皖DTQ535,True,,皖DTQ535,0.9750654652703535,-0.45451199468356407,fenqusai/tools/pipeline/result_p3_refine_crop/crops/1006_plate0.jpg,130,31,140,291,239,351
fenqusai/test_photo/14.jpg,0,0,,,0.8149032592773438,blue,special_7,,special_7,川23K,False,invalid_length_or_empty,川23K,0.0,-0.05470708624395115,fenqusai/tools/pipeline/result_p3_refine_crop/crops/14_plate0.jpg,64,15,463,238,509,262
fenqusai/test_photo/18.jpg,0,0,,,0.9018548130989075,blue,special_7,,special_7,川682K55,True,,川682K55,0.6899868444090762,-6.6794894576351,fenqusai/tools/pipeline/result_p3_refine_crop/crops/18_plate0.jpg,257,61,272,566,462,681
fenqusai/test_photo/195.jpg,0,0,,,0.9091278314590454,green,blue,,blue,川BHD027,True,,川BHD07,0.87750639331908,-2.35207868102907,fenqusai/tools/pipeline/result_p3_refine_crop/crops/195_plate0.jpg,232,55,130,125,301,261
fenqusai/test_photo/204.jpg,0,0,,,0.865489661693573,blue,blue,,blue,津DDD544,True,,津DDD544,0.9998895691814774,-0.00198786449617927,fenqusai/tools/pipeline/result_p3_refine_crop/crops/204_plate0.jpg,289,69,131,211,394,291
fenqusai/test_photo/210.jpg,0,0,,,0.8516311645507812,blue,green,,green,鲁D2Z2Z2Z,True,,鲁D2Z2Z2Z,0.9970265383405732,-0.05360204122916201,fenqusai/tools/pipeline/result_p3_refine_crop/crops/210_plate0.jpg,184,44,270,252,436,304
fenqusai/test_photo/211.jpg,0,0,,,0.8335113525390625,blue,blue,,blue,川A2AVYA,True,,川A2AVA,0.8333460761633884,-3.2815127792664143,fenqusai/tools/pipeline/result_p3_refine_crop/crops/211_plate0.jpg,139,33,516,340,636,397
fenqusai/test_photo/212.jpg,0,0,,,0.855255126953125,blue,blue,,blue,桂G00000,True,,桂G00000,0.9723184577776788,-0.5052941410076457,fenqusai/tools/pipeline/result_p3_refine_crop/crops/212_plate0.jpg,125,30,252,243,364,275
fenqusai/test_photo/213.jpg,0,0,,,0.8806228637695312,blue,special_7,,special_7,川4QU06E,True,,川4QU06E,0.9742227677725032,-0.470075168614585,fenqusai/tools/pipeline/result_p3_refine_crop/crops/213_plate0.jpg,247,59,458,497,641,643
fenqusai/test_photo/214.jpg,0,0,,,0.8769989013671875,black,black,,black,鲁B9199领,True,,港B9199领,0.5994690328174751,-9.210797295578217,fenqusai/tools/pipeline/result_p3_refine_crop/crops/214_plate0.jpg,248,92,236,451,419,519
fenqusai/test_photo/215.jpg,0,0,,,0.884246826171875,blue,blue,,blue,黑B911ZB,True,,黑B911ZB,0.973993130935426,-0.47431850025895983,fenqusai/tools/pipeline/result_p3_refine_crop/crops/215_plate0.jpg,144,34,182,322,304,359
fenqusai/test_photo/216.jpg,0,0,,,0.8298873901367188,unknown_7,blue,,blue,川A85327,True,,川A85327,0.971295537138504,-0.5242408796639211,fenqusai/tools/pipeline/result_p3_refine_crop/crops/216_plate0.jpg,129,39,151,146,246,174
fenqusai/test_photo/217.jpg,0,0,,,0.8226394653320312,yellow,yellow,,yellow,川A87511,True,,1A87511,0.8274539673933141,-3.409232432507281,fenqusai/tools/pipeline/result_p3_refine_crop/crops/217_plate0.jpg,165,39,328,356,469,419
fenqusai/test_photo/218.jpg,0,0,,,0.8878707885742188,blue,blue,,blue,宁DJV892,True,,宁DJV892,0.9816878566700199,-0.3326739490003092,fenqusai/tools/pipeline/result_p3_refine_crop/crops/218_plate0.jpg,121,29,99,331,211,384
fenqusai/test_photo/219.jpg,0,0,,,0.826263427734375,blue,blue,,blue,豫RB520T,True,,豫RB520T,0.9941990458507718,-0.10472121067687112,fenqusai/tools/pipeline/result_p3_refine_crop/crops/219_plate0.jpg,83,20,326,192,398,218
fenqusai/test_photo/22.jpg,0,0,,,0.8914947509765625,blue,special_7,,special_7,新7Z7LDU,True,,7Z7LDU,0.810457558763273,-3.7828134619630873,fenqusai/tools/pipeline/result_p3_refine_crop/crops/22_plate0.jpg,309,74,894,465,1122,621
fenqusai/test_photo/220.jpg,0,0,,,0.8335113525390625,blue,green,,green,黑MAD3333,True,,黑MAD3333,0.978378288110727,-0.39345994935035833,fenqusai/tools/pipeline/result_p3_refine_crop/crops/220_plate0.jpg,125,30,229,136,340,179
