image,detection_index,class_id,class_name,score,x1,y1,x2,y2,width,height,area
fenqusai/test_photo/000000109.jpg,0,0,plate,0.723665714263916,5,11,113,40,108,29,3132
fenqusai/test_photo/000000110.jpg,0,0,plate,0.5963878631591797,18,9,124,40,106,31,3286
fenqusai/test_photo/000000125.jpg,0,0,plate,0.26182880997657776,12,5,127,41,115,36,4140
fenqusai/test_photo/000000126.jpg,0,0,plate,0.6763911247253418,4,7,102,40,98,33,3234
fenqusai/test_photo/000000200.jpg,0,0,plate,0.7054831981658936,25,6,117,43,92,37,3404
fenqusai/test_photo/000000206.jpg,0,0,plate,0.4072892665863037,14,8,124,41,110,33,3630
fenqusai/test_photo/000000219.jpg,0,1,person,0.30078887939453125,108,19,119,46,11,27,297
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,plate,0.89874267578125,227,410,506,521,279,111,30969
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,plate,0.8878707885742188,213,457,514,573,301,116,34916
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,0,plate,0.9023666381835938,190,443,488,567,298,124,36952
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,0,plate,0.8951187133789062,208,385,450,539,242,154,37268
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,0,plate,0.9023666381835938,294,434,564,572,270,138,37260
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,0,plate,0.8733749389648438,178,412,523,547,345,135,46575
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,0,plate,0.89874267578125,255,406,535,591,280,185,51800
fenqusai/test_photo/1006.jpg,0,0,plate,0.8806228637695312,140,291,239,351,99,60,5940
fenqusai/test_photo/1006.jpg,1,2,car,0.5963878631591797,118,111,669,498,551,387,213237
fenqusai/test_photo/14.jpg,0,0,plate,0.8149032592773438,463,238,509,262,46,24,1104
fenqusai/test_photo/18.jpg,0,0,plate,0.9018548130989075,272,566,462,681,190,115,21850
fenqusai/test_photo/195.jpg,0,0,plate,0.9091278314590454,130,125,301,261,171,136,23256
fenqusai/test_photo/204.jpg,0,0,plate,0.865489661693573,131,211,394,291,263,80,21040
fenqusai/test_photo/210.jpg,0,0,plate,0.8516311645507812,270,252,436,304,166,52,8632
fenqusai/test_photo/211.jpg,0,0,plate,0.8335113525390625,516,340,636,397,120,57,6840
fenqusai/test_photo/212.jpg,0,0,plate,0.855255126953125,252,243,364,275,112,32,3584
fenqusai/test_photo/213.jpg,0,0,plate,0.8806228637695312,458,497,641,643,183,146,26718
fenqusai/test_photo/214.jpg,0,0,plate,0.8769989013671875,236,451,419,519,183,68,12444
fenqusai/test_photo/215.jpg,0,0,plate,0.884246826171875,182,322,304,359,122,37,4514
fenqusai/test_photo/216.jpg,0,0,plate,0.8298873901367188,151,146,246,174,95,28,2660
fenqusai/test_photo/217.jpg,0,0,plate,0.8226394653320312,328,356,469,419,141,63,8883
fenqusai/test_photo/218.jpg,0,0,plate,0.8878707885742188,99,331,211,384,112,53,5936
fenqusai/test_photo/219.jpg,0,0,plate,0.826263427734375,326,192,398,218,72,26,1872
fenqusai/test_photo/22.jpg,0,0,plate,0.8914947509765625,894,465,1122,621,228,156,35568
fenqusai/test_photo/220.jpg,0,0,plate,0.8335113525390625,229,136,340,179,111,43,4773
fenqusai/test_photo/221.jpg,0,0,plate,0.7900238037109375,173,581,298,621,125,40,5000
fenqusai/test_photo/222.jpg,0,0,plate,0.8509436249732971,31,102,133,131,102,29,2958
fenqusai/test_photo/223.jpg,0,0,plate,0.8661270141601562,504,533,726,626,222,93,20646
fenqusai/test_photo/224.jpg,0,0,plate,0.8661270141601562,156,228,298,273,142,45,6390
fenqusai/test_photo/225.jpg,0,0,plate,0.8800357580184937,242,228,568,328,326,100,32600
fenqusai/test_photo/226.jpg,0,0,plate,0.8806228637695312,284,265,547,348,263,83,21829
fenqusai/test_photo/227.jpg,0,0,plate,0.8282623291015625,387,235,437,262,50,27,1350
fenqusai/test_photo/228.jpg,0,0,plate,0.8335113525390625,96,146,144,168,48,22,1056
fenqusai/test_photo/229.jpg,0,0,plate,0.8806228637695312,182,442,315,493,133,51,6783
fenqusai/test_photo/229.jpg,1,2,car,0.8733749389648438,693,162,749,236,56,74,4144
fenqusai/test_photo/229.jpg,2,2,car,0.5644207000732422,616,146,669,200,53,54,2862
fenqusai/test_photo/25.jpg,0,0,plate,0.8769989013671875,402,548,939,719,537,171,91827
fenqusai/test_photo/26.jpg,0,0,plate,0.84075927734375,261,498,426,558,165,60,9900
fenqusai/test_photo/30.jpg,0,0,plate,0.8182430267333984,245,169,312,191,67,22,1474
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,0,plate,0.9023666381835938,191,413,483,537,292,124,36208
fenqusai/test_photo/304515625-74_83-221&426_493&594-493&512_237&594_221&506_482&426-0_0_5_24_29_33_29_32-108-73.jpg,0,0,plate,0.9168624877929688,221,422,491,599,270,177,47790
fenqusai/test_photo/30671875-101_110-88&427_475&602-475&602_119&522_88&427_458&484-0_0_3_24_30_24_31_33-82-166.jpg,0,0,plate,0.9091278314590454,88,424,470,598,382,174,66468
fenqusai/test_photo/32.jpg,0,0,plate,0.84075927734375,599,529,786,593,187,64,11968
fenqusai/test_photo/33.jpg,0,0,plate,0.8215827941894531,770,331,884,378,114,47,5358
fenqusai/test_photo/34.jpg,0,0,plate,0.8480072021484375,249,285,340,318,91,33,3003
fenqusai/test_photo/37.jpg,0,0,plate,0.8582166433334351,20,170,219,233,199,63,12537
fenqusai/test_photo/374.jpg,0,0,plate,0.8697509765625,485,605,705,669,220,64,14080
fenqusai/test_photo/38.jpg,0,0,plate,0.8215827941894531,544,227,662,265,118,38,4484
fenqusai/test_photo/38.jpg,1,2,car,0.2872200012207031,1237,231,1279,287,42,56,2352
fenqusai/test_photo/38_0576.jpg,0,0,plate,0.8516407012939453,1314,936,1419,970,105,34,3570
fenqusai/test_photo/38_0576.jpg,1,0,plate,0.8249225616455078,600,776,690,807,90,31,2790
fenqusai/test_photo/38_0665.jpg,0,0,plate,0.8115634918212891,1431,1020,1537,1059,106,39,4134
fenqusai/test_photo/38_0665.jpg,1,0,plate,0.7514476776123047,504,681,579,709,75,28,2100
fenqusai/test_photo/38_0665.jpg,2,0,plate,0.43750953674316406,1191,348,1240,367,49,19,931
fenqusai/test_photo/38_0689.jpg,0,0,plate,0.7982044219970703,1402,662,1525,700,123,38,4674
fenqusai/test_photo/38_0689.jpg,1,0,plate,0.5472183227539062,290,336,388,382,98,46,4508
fenqusai/test_photo/38_0727.jpg,0,0,plate,0.8215827941894531,1475,699,1599,739,124,40,4960
fenqusai/test_photo/38_0727.jpg,1,0,plate,0.8182430267333984,532,854,663,895,131,41,5371
fenqusai/test_photo/38_0738.jpg,0,0,plate,0.801544189453125,1,588,68,618,67,30,2010
fenqusai/test_photo/38_0738.jpg,1,0,plate,0.7881851196289062,805,720,905,752,100,32,3200
fenqusai/test_photo/38_0738.jpg,2,0,plate,0.7848453521728516,1386,509,1469,541,83,32,2656
fenqusai/test_photo/38_0751.jpg,0,0,plate,0.8048839569091797,1262,777,1372,823,110,46,5060
fenqusai/test_photo/38_0751.jpg,1,0,plate,0.7180500030517578,625,503,712,536,87,33,2871
