image,gt_text,width,height,detection_count,plate_count,plate_texts,best_plate_text,best_lpr_score,best_det_score,yolo_pre_ms,yolo_infer_ms,yolo_post_ms,lpr_total_ms,total_ms,vis_path
fenqusai/test_photo/000000044.jpg,,128,48,0,0,,,,,13.349962000575033,67.84908599911432,1.6047260014602216,0.0,87.82328000052075,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000044_vis.jpg
fenqusai/test_photo/000000079.jpg,,128,48,0,0,,,,,4.5974709992151475,40.67958599989652,0.9621939989301609,0.0,48.406883999632555,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000079_vis.jpg
fenqusai/test_photo/000000082.jpg,,128,48,0,0,,,,,5.121004000102403,44.67069099882792,1.0091509993799264,0.0,53.15426900051534,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000082_vis.jpg
fenqusai/test_photo/000000093.jpg,,128,48,0,0,,,,,4.204310998829897,43.552458000704064,1.3016889988648472,0.0,51.312130999576766,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000093_vis.jpg
fenqusai/test_photo/000000103.jpg,,128,48,0,0,,,,,6.328485998892575,45.49142799987749,1.338437999947928,0.0,55.46890099867596,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000103_vis.jpg
fenqusai/test_photo/000000109.jpg,,128,48,1,1,鄂H02143D,鄂H02143D,0.9999993973341792,0.723665714263916,4.5659719999093795,43.3287530013331,4.649970000173198,1161.2262159997044,1295.0685409996368,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000109_vis.jpg
fenqusai/test_photo/000000110.jpg,,128,48,1,1,晋R40096F,晋R40096F,0.9999999271499085,0.5963878631591797,6.051407999621006,46.76949199892988,5.012214998714626,1252.6092329990206,1331.9442669999262,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000110_vis.jpg
fenqusai/test_photo/000000122.jpg,,128,48,0,0,,,,,5.233586998656392,45.31614000006812,1.1263989999861224,0.0,55.60044099911465,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000122_vis.jpg
fenqusai/test_photo/000000125.jpg,,128,48,1,1,皖E98075D,皖E98075D,0.9984427905647473,0.26182880997657776,5.457290999402176,40.71020999981556,4.526013999566203,1137.0459609988757,1214.5998150008381,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000125_vis.jpg
fenqusai/test_photo/000000126.jpg,,128,48,1,1,桂NFS061,桂NFS061,0.9998978558936713,0.6763911247253418,4.1348949998791795,47.76551899885817,3.9143979993241373,1226.1767630006943,1301.397901999735,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000126_vis.jpg
fenqusai/test_photo/000000178.jpg,,128,48,0,0,,,,,5.149587999767391,51.49412900027528,2.4980859998322558,0.0,62.3745869997947,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000178_vis.jpg
fenqusai/test_photo/000000200.jpg,,128,48,1,1,黑ATFNU0,黑ATFNU0,0.9999893976700164,0.7054831981658936,4.045354999107076,40.758626000751974,3.641109999080072,1235.8027409991337,1302.7797710001323,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000200_vis.jpg
fenqusai/test_photo/000000206.jpg,,128,48,1,1,晋ME8U5R,晋ME8U5R,0.9585558787988019,0.4072892665863037,4.052357999171363,47.30006999852776,4.066649000378675,1089.6649930000422,1162.74977500143,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000206_vis.jpg
fenqusai/test_photo/000000219.jpg,,128,48,1,0,,,,,5.351714000426,46.0053799997695,5.0125110010412754,0.0,83.48371600004612,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000219_vis.jpg
fenqusai/test_photo/000000240.jpg,,128,48,0,0,,,,,5.220758001087233,39.254851999430684,1.0426930002722656,0.0,48.49296999964281,fenqusai/tools/pipeline/result_p3_crop_safe_v3/000000240_vis.jpg
